intent,example_sentence,response_template
common_symptoms,Boğazım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Midem ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım dönüyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Yorgunum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Kafam ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Migrenım var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim çıktı,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Öksürüyorum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Boğazım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Midem ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım dönüyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Yorgunum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Kafam ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Migrenım var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim çıktı,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Öksürüyorum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Boğazım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Midem ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım dönüyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Yorgunum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Kafam ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Migrenım var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim çıktı,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Öksürüyorum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Boğazım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Midem ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım dönüyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Yorgunum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Kafam ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Migrenım var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim çıktı,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Öksürüyorum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Boğazım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Midem ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım dönüyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Yorgunum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Kafam ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Migrenım var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim çıktı,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Öksürüyorum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Boğazım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Midem ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım dönüyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Yorgunum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Kafam ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Migrenım var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim çıktı,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Öksürüyorum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Boğazım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Midem ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım dönüyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Yorgunum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Kafam ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Migrenım var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim çıktı,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Öksürüyorum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Boğazım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Midem ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım dönüyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Yorgunum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Kafam ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Migrenım var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim var,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Ateşim çıktı,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Öksürüyorum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Boğazım ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Midem ağrıyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Başım dönüyor,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
common_symptoms,Yorgunum,Bu semptom için genel önerilerim var. Daha detaylı bilgi için lütfen semptomunuzu daha açık söyleyin.
health_advice,Sağlıklı beslenme,Sağlıklı beslenme için: 🥗 Günde 5 porsiyon sebze-meyve. 🐟 Haftada 2-3 kez balık. 🌾 Tam tahıl ürünleri tercih edin. 🚫 İşlenmiş gıdalardan kaçının. 💧 Günde 8-10 bardak su içın. 🥜 Kuruyemiş ve tohum tüketin.
health_advice,Egzersiz,Egzersiz için: 🏃‍♀️ Haftada en az 150 dk orta tempo kardiyo. 💪 Haftada 2-3 gün kuvvet antrenmanı. 🚶‍♀️ Günde 10.000 adım hedefleyin. 🧘‍♀️ Esneklik egzersizleri ekleyin. ⏰ Düzenli program oluşturun.
health_advice,Uyku düzeni,Kaliteli uyku için: ⏰ Her gün aynı saatte yatıp kalkın. 🌙 Yatak odası serin ve karanlık olsun. 📱 Yatmadan 1 saat önce ekran kullanmayın. ☕ Akşam kafein almayın. 🛁 Gevşetici rutinler oluşturun.
health_advice,Kilo verme,Sağlıklı kilo verme: 🍽️ Porsiyon kontrolü yapın. 🥗 Sebze ağırlıklı beslenin. 🚶‍♀️ Günlük aktivite artırın. 💧 Yemek öncesi su için. ⏰ Düzenli öğün saatleri. 📊 Haftalık 0.5-1 kg hedefleyin.
health_advice,Stres yönetimi,Stres yönetimi için: 🧘‍♀️ Günde 10 dk meditasyon. 🫁 Derin nefes egzersizleri. 🎵 Müzik dinleyin. 📖 Hobi edinin. 👥 Sosyal destek alın. 🏃‍♀️ Düzenli egzersiz yapın.
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Spor,Spor konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Uyku,Uyku konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Stres,Stres konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Kilo,Kilo konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Vitamin,Vitamin konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Hijyen,Hijyen konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
health_advice,Beslenme,Beslenme konusunda size detaylı ve pratik öneriler verebilirim. Hangi alanda özellikle bilgi almak istiyorsunuz?
medication_info,Ağrı kesici,"Ağrı kesici için: 💊 Parol (500mg 6 saatte bir, günde max 4 tablet). 💊 İbuprofen (400mg 8 saatte bir). 💊 Aspirin (500mg). ⚠️ Mide koruyucu ile alın. 🚫 Alkol ile kullanmayın. Max 3 gün kullanın."
